text,persuasion,persuasion_id
"I am fine, thank you, Have you ever heard about the organization ""Save the Children""?",source-related-inquiry,4
It is a big organization saving the children in almost 120 countries.,credibility-appeal,1
are you interested in donating?,task-related-inquiry,0
"Not any specific amount, anything can be good, no matter small or big.",foot-in-the-door,6
"I usually donate to big organizations myself, and I have a soft heart for children",self-modeling,8
"Same here, Specially when i see how they are clear with their financial and how they try to help all children all around the world",credibility-appeal,1
"Same here, It is also nice when I can donate anonymously.",credibility-appeal,1
It makes my heart happy how people know about these organization and they actually donate,credibility-appeal,1
"I donate most of my bonus when I can, I feel like it is free money and others deserve it more.",self-modeling,8
"The good thing about it is when you want to donate on websites they usually have a minimum, but with HITs there is no minimum amount",logical-appeal,2
Exactly and they pay to workers good enough so they will be willing to donate.,logical-appeal,2
It is worth a lot.,logical-appeal,2
Specially when it is really trustworthy organization,logical-appeal,2
save the children is a non profit organization helping children around the world,credibility-appeal,1
"for just a small amount you can help a child starving in Africa, and other children who are homeless",logical-appeal,2
"just a few dollars, while lyou can donate as much as you like, every little bit means a better life for these children",foot-in-the-door,6
2=3 dollars a month,donation-information,5
You will be helping to feed hundreds of chldren for just pennies on the dollar,logical-appeal,2
"as your donation will be directly deducted from you task payment, I would ask that you keep the amount confined to that amount",donation-information,5
"Your donation would make a real impact on many children, who have no acess to medical care, clothing, or education",logical-appeal,2
I guess I'm supposed to persuade you to donate your bonus to the save the children charity.....,donation-information,5
I want you to keep your bonus obviously,donation-information,5
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment,donation-information,5
They help children in warzones and other poor nations to get food and clothes,credibility-appeal,1
Save The Children is the name,credibility-appeal,1
Think of the poor kids in Syria who could get so much for the price of a coffee in Chicago.,emotion-appeal,7
Do you really need all you have when they have nothing at all?,personal-related-inquiry,3
"But you have a full time job, food, shelter and I'm sure you have family and friends.",emotion-appeal,7
"These kids families were murdered and they live in rubble that used to be their home, nobody to care for them and they only eat what they can find off the street from the dead.",emotion-appeal,7
If they eat at all,emotion-appeal,7
It is a good charity and i is international.,credibility-appeal,1
Every bit helps?,foot-in-the-door,6
Does it make you happy when you give to charity?,personal-related-inquiry,3
What other charities do you give to?,personal-related-inquiry,3
Would like to receive a thank you from Save the Children?,task-related-inquiry,0
Would you like one the children to send you a letter and picture?,task-related-inquiry,0
"Out of curiousity, have you heard of the organization Save the Children?",source-related-inquiry,4
I really prefer local charities but some nationwide and international ones are very dear to my heart.,credibility-appeal,1
Whenever we have the opportunity to donate from our task rewards I always try to give a little bit.,self-modeling,8
One thing I love about Save the Children is that they have very high ratings from third-party reportings.,credibility-appeal,1
I know when I donate to them that my money is being used wisely!,credibility-appeal,1
The ratings are from different companies such as Better Business Bureau and American Institute of Philanthropy.,credibility-appeal,1
They actually get the financial reports from the IRS to confirm the accuracy in where the funds are going.,credibility-appeal,1
"I have given to other organizations in the past, such as World Vision, but Save the Children is really important to me right now.",credibility-appeal,1
"There is such a lack of support right now in developing countries, and Save the Children really focuses on that.",credibility-appeal,1
"One thing I like about Save the Children is that it isn't just global but also focuses on kids in need here in the USA, especially the poverty-torn cities.",credibility-appeal,1
"I typically give less than that, because I also give to my local church and other local organizations in my city.",self-modeling,8
"Well, I just usually give $20 or $30 to a handful of charities that I love.",self-modeling,8
"But like I said, if the opportunity arises for me to donate some of my HIT reward to a charity, I will usually donate at least a small portion.",donation-information,5
Do you ever do that?,personal-related-inquiry,3
You actually have the opportunity today to donate a portion of your task payment to Save the Children.,donation-information,5
It can be any amount from just $0.10 to the full payment!,foot-in-the-door,6
The research team will collect all donations and send it directly to Save the Children.,donation-information,5
You can just type the amount here you'd like to donate and it will be recorded for them to see.,donation-information,5
So I gave been assigned the role here to get you to make a donation to the Save The Children Foundation.,donation-information,5
I am checking out their website and they look like a great organization.,credibility-appeal,1
Much of the funds donated go to help children dealing in the war torn violence of Syria.,credibility-appeal,1
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
I am going to donate as well.,self-modeling,8
We get $2.00 for this HIT so let's donate $1 each and make serious impact for children!,self-modeling,8
The research team will get collecting the money.,donation-information,5
"So, I guess they'll view the chat.",donation-information,5
we are about making a donation to a fund named save the children,donation-information,5
do you know what save the children fund does?,source-related-inquiry,4
"yes, they help kids that suffered from violence",credibility-appeal,1
"they promote childrens rights, help with medical treatment if necessary",credibility-appeal,1
how often do you donate?,task-related-inquiry,0
do you volunteer too?,personal-related-inquiry,3
How much do you like to donate to the charity now?,task-related-inquiry,0
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
I am wondering if you have heard of the Save the Children campaign which is an awesome charity that is always looking for new donors to help them out.,source-related-inquiry,4
I just found out that this charity is actually still on the ground in Texas helping kids that were devastated by hurricane Harvey.,credibility-appeal,1
"I think that is pretty cool, don't you?",task-related-inquiry,0
They are also active right now helping parents out with hurricane Lane.,credibility-appeal,1
which I thought was pretty eye-opening.,credibility-appeal,1
"The more I read about them, the more I am thinking that they are a very worthy charity organization.",logical-appeal,2
It looks like they do fantastic work right here at home as well as globally.,logical-appeal,2
"Absolutely, and actually you have an opportunity to donate some of your HIT to this charity to help these kids out, and you can donate any amount  up to the total amount of your HIT to help these kids out, interested?",donation-information,5
"I think it would be really touching if you did and a great little one of those 'be kind to others' moments kinda like sneaking a quarter into someones parking meter just because, and every cent goes to those kids.",logical-appeal,2
"However much you want to donate up to the .30 but of course the more you give, the better off the kids will be and the better off these entire families will be. Imagine how much can be raised if everyone donated a single HIT to these kids.",donation-information,5
The researchers will collect all of these donations and send them to Save the Children and what a great way to start the day.,donation-information,5
"I don't have statistics for how much these researchers have raised so far, but since this is a charity for children, I am sure they will pull together a good bit of money to send to them, and your donation will be a part of that effort.",donation-information,5
This donation will go to Save the children,donation-information,5
The research team would collect the donations,donation-information,5
The researxh team will contact you,donation-information,5
Fine anything you want to know about the Save the children,credibility-appeal,1
"To brief you again Save  the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
"Donation to this organisation is essential to help ensuring children's rights to health, education, safety, etc.",credibility-appeal,1
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",emotion-appeal,7
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,7
Save the Children!,credibility-appeal,1
It's an awesome charity!,credibility-appeal,1
Promotes childrens rights and supports them in developing countries!,credibility-appeal,1
You can help out A LOT by donating!,logical-appeal,2
Do you have any kids?,personal-related-inquiry,3
"If you have any questions about where your donation goes or anything, you can go do  URL and follow up on your donation",donation-information,5
Can I tell you about a charity important to me?,source-related-inquiry,4
Have you heard of them?,source-related-inquiry,4
Well hopefully I can convince you to donate to them..even if it's just 25 cents.,foot-in-the-door,6
"They make sure children have access to health resources, education and a safe environment.",logical-appeal,2
Can you imagine living in extreme violence?,emotion-appeal,7
"That's a serious issue too, but this charity focuses on children that have been born.",credibility-appeal,1
"Did you know that in Syria, 1,000 children were killed in just the first two months of 2018?",emotion-appeal,7
what is great about this donation is you can donate a portion of your earnings from this conversation...any little bit will help.,donation-information,5
I understand but these children have even less than us.,emotion-appeal,7
This is your chance to do some good.,logical-appeal,2
Can you try to even donate 1 cent?,foot-in-the-door,6
Everyone can help.,logical-appeal,2
All of us should be in this world together.,logical-appeal,2
"I agree that rich people have more to give, but can't those of us with very little also help in a way?",logical-appeal,2
Would you rather donate your time?,task-related-inquiry,0
I'm sorry to hear you are having a hard time.,emotion-appeal,7
"I have hard circumstances too, but I know there are millions of children that are worse off.",emotion-appeal,7
I feel like I do some good by even just being willing to give a penny when I can.,foot-in-the-door,6
are there any charities that you favor?,task-related-inquiry,0
"I think you can help Save the Children but also help yourself by knowing you are helping others, even during your low times.",logical-appeal,2
You can choose any amount from $0 to all your payment.,donation-information,5
"Yes sure, i can do $10",self-modeling,8
The research team will collect all donations and send it to Save the Children.,donation-information,5
Save the Children helps children all around the world and they need your help.,donation-information,5
Actions as well as donations help keep the Charity afloat and able to help children around the world,credibility-appeal,1
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",emotion-appeal,7
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,7
"Save the Children works with government around the world to keep children from harm and abuse from crises situations by providing safe spaces for children to play, socialize, learn, and express themselves as they rebuild their lives.",credibility-appeal,1
Child Friendly Spaces also serve as a protective mechanism from abuse and psychosocial distress helping children both during and following crises.,credibility-appeal,1
"Volunteering and helping others with your time and effort is great, but in the meantime how can you help?",logical-appeal,2
Donations let you help until you have the time and focus to knock those activities off your list.,logical-appeal,2
Well you can donate now to Save the Children.,donation-information,5
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
"They are a particularly vulnerable group and I find it reassuring that nearly 90% of every dollar you give goes straight to their mission ??Â¸??Â¸ helping children grow up healthy, learning and safe.",credibility-appeal,1
"This percentage is adjusted each year end ??Â¸??Â¸ as of 2017, it is 86%.",credibility-appeal,1
The rest they for running their programs and raising funds to help more children.,credibility-appeal,1
Would you help out in this small way?,logical-appeal,2
Your donation would be helping children really even a little bit helps so much.,logical-appeal,2
The research team will collect all donations and send it to Save the Children.,donation-information,5
Your donation will be directly deducted from your task payment.,donation-information,5
It would do a great help with your donation.,logical-appeal,2
"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
"he money goes to the charity as a whole not to a particular kid, so when you donate you know you helping more than one child.",credibility-appeal,1
"For instance, millions of Syrian children have grown up facing the daily threat of violence.",emotion-appeal,7
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,7
Your donation would be a small part in keeping the children safe from the violence.,logical-appeal,2
what you think about save the children donation ?,task-related-inquiry,0
you dont think anything bad is happening with this donation?,task-related-inquiry,0
so you think to trust this organisation and help the children with donating in the future?,task-related-inquiry,0
did they ever did a big mistake that was all over the news?,task-related-inquiry,0
did they collect a lot of money for the children's?,task-related-inquiry,0
I was going to ask you if you would be interested in donating to Save the Children.,source-related-inquiry,4
How do you feel about this charity?,source-related-inquiry,4
They provide kids with the basic things they need like food and clothing.,credibility-appeal,1
Don't you?,task-related-inquiry,0
They are based in CT.,credibility-appeal,1
I feel that it would be easy to donate.,logical-appeal,2
I know I spend on little things like a candy bar or gum.,logical-appeal,2
I know I could give up spending on this and it would help the kids.,logical-appeal,2
Are you hoping that the money goes to a certain cause like food or clothes?,task-related-inquiry,0
Have you ever donated to a charity before this?,task-related-inquiry,0
Have you ever considered donating to Save the Children?,source-related-inquiry,4
It is a great kids',credibility-appeal,1
Save the Children is one of the best children's charities around.,credibility-appeal,1
They do really great work.,credibility-appeal,1
It is an international organization that promotes children's rights and provides relief in developing countries.,credibility-appeal,1
Save the Children is proud to be named one of the MacArthur Foundation 100&Change Charities with Bold Solutions.,credibility-appeal,1
Every charity needs to be organized in order to help the people it represents.,credibility-appeal,1
It is 100% dedicated to helping children.,credibility-appeal,1
You can donate as much or as little as you want.,foot-in-the-door,6
The cost of a cup of coffee even.,foot-in-the-door,6
They have never waivered in their devotion to helping children since they established in 1919.,credibility-appeal,1
"n fiscal year 2017, 86% of all expenditures went to program services.",credibility-appeal,1
You can donate by clicking on a link at the end of this task.,credibility-appeal,1
Just donating a small portion of your earnings are a big help.,foot-in-the-door,6
They use  9 out of every 10 dollars spent  towards programs and services for children and families in need.,credibility-appeal,1
They keep administrative costs low so that more funding goes to children's programs.,credibility-appeal,1
They mostly use press releases.,credibility-appeal,1
I don't really see much in the way of internet ads.,credibility-appeal,1
"Seriously though,  just think about giving up 1 cup of coffee/drink a day or just donating though the link at the end of this task what you would be making off of it.",foot-in-the-door,6
Every little bit helps.,foot-in-the-door,6
Small donations are better than nothing at all!,foot-in-the-door,6
"Did you Know that Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",source-related-inquiry,4
Yes they are affiliated with religion but all proceeds are put towards saving the children they do profit are use any funds for personal gain or spread of religion.,credibility-appeal,1
Save the Children is.,credibility-appeal,1
Mention the organization's credentials and international impact,credibility-appeal,1
You Know small donations can help a lot of children and their families,foot-in-the-door,6
Yes any donations made to helpless children make a real impact on their life.,logical-appeal,2
Not many kids get a real shot and they all deserve one If I had a chance to change a childs life foe the better and didn't I would not be able to live with myself.,logical-appeal,2
Over the next few chats I'm going to tell you the story of Bruce a child that like alot of these chidren need help but threw Save The Chidren found it.,donation-information,5
At the end Of our next few chats I'm going to ask you to  donate what you earn from this survey .,donation-information,5
I want you to think about what it means to save a child thats in trouble and how by saving that child you find new hope in your own life.,donation-information,5
"Bruce was born to a single mother who was only 14 at the time he came into this world , the girls mother and father were ashamed of her pregnancy and kicked out of the house.",emotion-appeal,7
The founder of save the children heard about the family and learned of Bruces story .,emotion-appeal,7
He came to meet Bruce .,emotion-appeal,7
Bruce went own to join the save the children foundation after he completed college and is helping save children today.,emotion-appeal,7
The owner got involved in Bruces life and sav the children went to work and provide food and cloths and school needs for Bruce .,emotion-appeal,7
Yes he is a force for good and was saved out of tragedy.,emotion-appeal,7
Yiur will go to help other just like that right now are looking or in room by themselves hoping for a miracle .,logical-appeal,2
Will you be that miracle and help a child like Bruce today?,logical-appeal,2
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
The research team will collect all donations and send it to Save the Children,donation-information,5
"I\'m alright, just reading up on this organization called ""Save the Children"".. have you heard about it?",source-related-inquiry,4
It's a non-governmental organization that helps with children's rights.,credibility-appeal,1
They claim to provide relief and support to kids in developing countries.,credibility-appeal,1
But they're down on donations.,credibility-appeal,1
Say... if it were deducted from your task payment?,donation-information,5
"Save the Children is quite credible, and has tons of information out there about their organization.",credibility-appeal,1
"They have corporate partnerships, individuals, and foundations!",credibility-appeal,1
You can choose any amount from $0 to all of your payment.,donation-information,5
The research team will be able to collect all donations and send it on over to Save the Children.,donation-information,5
They absolutely have United States based programs!,credibility-appeal,1
"From Avocacy, to Education, and even emergency services.",credibility-appeal,1
"I worry about those kids too, so I understand.",emotion-appeal,7
"It's a shame what's going on, I hope the problem gets rectified soon.",emotion-appeal,7
Helps to bring awareness.,logical-appeal,2
do you heart for the organization save the children,source-related-inquiry,4
is an organization that helps children,task-related-inquiry,0
yes i have donate 100$ for this organisation,self-modeling,8
I have donated my fair chair but money is still money I would estimate I probably  have gave  175$ in short burst,self-modeling,8
help the children. in the word,logical-appeal,2
It is a non-governmental organization that helps children in developing countries,credibility-appeal,1
"With their rights and relief for many daily necessities like food, water, shelter, and education to name a few",credibility-appeal,1
"A minimum donation of 10 cents would be appreciated, which is a third of the money received for this task.",donation-information,5
The more the better.,donation-information,5
Your donation will be directly deducted from your task payment.,donation-information,5
Is there an option on your end where you can donate?,task-related-inquiry,0
I think out of all charities saving the children is most important one as children make the future.,logical-appeal,2
Hope you agree,logical-appeal,2
I usually put some money for this cause yearly,self-modeling,8
"I say, if you have enough than give to others",logical-appeal,2
basic education is very important to have a good future,logical-appeal,2
annually one time payment,donation-information,5
I think a range between $100 - $250 would be appropriate,donation-information,5
URL   Also I will donate the same amount whatever you decide,credibility-appeal,1
"Looks like there might be a bonus coming at the end of this HIT, have you got any plans for the money?",task-related-inquiry,0
I read a lot about the Save the Children charity before I came in here.,logical-appeal,2
I hope that more people will donate a portion of their income.,logical-appeal,2
Even small amounts will definitely help,foot-in-the-door,6
"They provide relief and support to children in developing nations, especially the millions of kids who are at risk in Syria.",credibility-appeal,1
"They are a charity we can trust, so I think we all should do our part to help the less fortunate",credibility-appeal,1
"They concentrate on developing countries, but, personally, I think that there is just as great a need abroad as there is at home",credibility-appeal,1
People far away need help just as much as people close to us.,logical-appeal,2
You could even take the money that you want to give to charity and split it in half among American and international relief agencies,logical-appeal,2
They know that any small amount can help.,foot-in-the-door,6
Save the Children do have a website at  URL,credibility-appeal,1
"You can learn more about them there, but there's an easier way to donate",credibility-appeal,1
The researchers behind this HIT are gathering up donations so that they can give the money to the charity all at once.,donation-information,5
The research team will collect all donations and send it to Save the Children.,donation-information,5
It must save time and transaction fees for the charity that way.,donation-information,5
"Of course it's your decision, in the end.",donation-information,5
I am kind of curious about the details though.,donation-information,5
The researchers will let you donate anything up to the amount of your total task payment.,donation-information,5
"Or nothing, if that's what you decide.",donation-information,5
I think that is an excellent amount and would benefit Save the Children.,logical-appeal,2
"For example,millions of Syrian children have grown up facing the daily threat of violence.",emotion-appeal,7
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",emotion-appeal,7
Your donation will make an impact to better childrens' live around the world.,logical-appeal,2
It is very thoughtful to donate to causes that benefit disadvantaged children.,logical-appeal,2
Your donation means a lot to that child in India,logical-appeal,2
I cannot even begin to imagine that and clean water should be a basic right to every child on this planet.,emotion-appeal,7
That is why I donate what I can to organizations like Save the Children.,logical-appeal,2
"As you may know, Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
How much do you donate on average annually?,task-related-inquiry,0
The research team will collect all donations and send it to Save the Children.,donation-information,5
"Hello, I would like to speak to you about Save The Children .",source-related-inquiry,4
Have you heard of this charity?,source-related-inquiry,4
"I'm not sure if they have a car, but I am happy to tell you more about the foundation.",credibility-appeal,1
"Efforts Focus on Restoring and Improving Early Learning and Education Programs, Helping Children Emotionally Heal, Building Resilience, Preparing for Next Emergency",credibility-appeal,1
"By people like you, making a a donation of just $1 a day, you can feed a child for a month.",logical-appeal,2
"In fiscal year 2017, 86% of all expenditures went to program services.",credibility-appeal,1
"They help to feed, house and educate children all around the world.",credibility-appeal,1
You can find reports associated with the financial information by visiting this link:  URL s/about-us/resource-library,credibility-appeal,1
I believe this is still under investigation.,credibility-appeal,1
"Together, we're changing children's lives and the future we all share.",logical-appeal,2
I'd like to talk to you about children who are less fortunate.,emotion-appeal,7
Do you have a moment?,task-related-inquiry,0
How do you feel about people who just born unlucky?,task-related-inquiry,0
It's an organization called Save the Children.,credibility-appeal,1
Have you heard of them?,source-related-inquiry,4
"They are an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
"Just recently, not sure if you've heard of it, they are working on reuniting children who were separated from their parents at the Mexico-US border.",credibility-appeal,1
They're helping kids worldwise but also very close to home.,credibility-appeal,1
They get anything from $0.50 to $2 from mturk workers.,donation-information,5
Thanks How much do you typically give to charity in a year?,personal-related-inquiry,3
What kind do you typically give to?,personal-related-inquiry,3
Have you heard of Save the children?,source-related-inquiry,4
"they help give children rights to proper health care, education and safety and such.",credibility-appeal,1
They have a lot of credibility and are typically viewed as a great organization.,credibility-appeal,1
Do you have any children on your own?,personal-related-inquiry,3
ah okay...the research team will collect all donations and send it to Save the children,donation-information,5
Basically you just say I will give ____ amount,donation-information,5
are you familiar with Save the Children?,source-related-inquiry,4
Well Save the children is an organization that ensures children rights to health education and safety.,credibility-appeal,1
Children who suffer from hunger would greatly appreciate a donation,emotion-appeal,7
The research team will collect tall donations and send it to save the children,donation-information,5
"Yes, your donation will be directly deducted from you task payment you can choose any amount from 0 to all of your paymen",donation-information,5
Your donation will help children who cant afford help and are living through hell on earth.,logical-appeal,2
Did you know 5.6 million children die every year do to preventable and treatable causes?,task-related-inquiry,0
"Luckily for them, Save the children not only excels in health care but they also help children to a classroom education, protect them from abuse, neglect, and lastly provides emergency care.",credibility-appeal,1
Do you usually donate to charities?,personal-related-inquiry,3
I'm wondering if I can have a moment of your time to talk to you about a charity program I work with?,task-related-inquiry,0
"I'm hoping you would like to donate some of your task payment to the charity 'Save the Children', and organization that promotes children's rights and supports children in developing countries.",credibility-appeal,1
I completely understand the skepticism due to a tenfold of shady organizations these days.,credibility-appeal,1
"However, I can guarantee you Save the Children is a professional organization that promises their donations go to a trustable fund to support international children's causes.",credibility-appeal,1
Your donation will be directly deducted from your task payment.,donation-information,5
I can assure you if you donate as little as a penny to this charity you can be part of the solution to put an end to children's struggles from all over the world.,foot-in-the-door,6
"I'm sorry to hear that, but I assure you that your humble donation will not go unrecognized.",donation-information,5
The research team will collect your .50 donation and send it to Save the Children.,donation-information,5
"Save the Children is a great international no-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",credibility-appeal,1
It has a very low overhead and almost all the money donated to it is directly used to help children.,credibility-appeal,1
Save the Children has helped build hundreds of schools in developing nations around the world.,credibility-appeal,1
They've educated many children who have gone on to do important medical and other life saving jobs.,credibility-appeal,1
"Another example is in Syria over 1,000 children have already been killed this year!",emotion-appeal,7
Save the Children is helping to evacuate as many children as possible from that country.,credibility-appeal,1
Don't you think every child deserves a long and happy life?,emotion-appeal,7
Don't you want to be part of the solution by giving as much money as possible to Save the Children so they can help as many children as possible?,logical-appeal,2
Think about how you were probably going to just waste the measly reward amount you were being offered for this HIT on junk food or coffee and think about what amazing things Save the Children would be able to do with that money.,logical-appeal,2
Think about how much more those poor kids in developing countries needs the money.,emotion-appeal,7
Your family is rich enough to live in a first world country and have food on a daily basis.,logical-appeal,2
By not donating this tiny amount you're directly allowing children to sufer.,emotion-appeal,7
Of course you work for everything you own.,emotion-appeal,7
By helping Save the Children you will directly be allowing a child to grow up and work for things him or herself rather than living in poverty and possibly not even making it out of childhood.,emotion-appeal,7
Save the Children will even let you know about the specific child that your money is helping.,logical-appeal,2
So you will really get to know that one child.,logical-appeal,2
It's not just some faceless organization with faceless non existant children.,logical-appeal,2
Everything is completly real and on the up and up.,logical-appeal,2
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment.,donation-information,5
Save the Children is a great organization that looks out for the well being of children in need.,credibility-appeal,1
Currently they are looking for individuals to help their cause.,credibility-appeal,1
They help children mostly in developing countries around the world.,credibility-appeal,1
Think about all the stories you hear in the news and on social media about children that need help or have been taken advantage of.,emotion-appeal,7
"They often protect children from being victims of hunger, violence, and child labor.",credibility-appeal,1
They also advocate for schooling and provide opportunities for families to get ahead.,credibility-appeal,1
It is a great social cause that is worth donating to!,logical-appeal,2
"Save the Children is a very well known, credible organization with transparency.",credibility-appeal,1
Visiting the organization's website allows you to understand how even a small donation can have an impact.,credibility-appeal,1
Think about how much money you spend on non essentials in your life.,logical-appeal,2
Now think about sacrificing just one of those to help out a child.,logical-appeal,2
It all depends on what you are comfortable with.,donation-information,5
Every bit helps.,logical-appeal,2
"But one thing is for certain, you will feel good about your donation!",emotion-appeal,7
"You will not see how it directly impacts one child, but instead think about focusing on how your donation would impact multiple children and families!",logical-appeal,2
"I try to donate a couple of times per year, especially around the holidays.",personal-story,9
I have felt great in the past about this and will continue in the future.,personal-story,9
You will instantly feel better about your decision once you do.,logical-appeal,2
Are you sure you do not want to make a small donation?,task-related-inquiry,0
Once again it is for the children!,credibility-appeal,1
Have you heard of save the children donation and the importance and impact it has on our children and those less fortunate,source-related-inquiry,4
Its a great charity and organization.,credibility-appeal,1
You can actually donate some of your earrings to them which honestly any little bit cna help them at this point.,logical-appeal,2
We should be mad about what is happening to them,emotion-appeal,7
"It was founded in 1919, but also all there proceeds go to helping the children and alont in the first two months 1000 children were killed or injured.",credibility-appeal,1
Your dontation can help the problem,logical-appeal,2
"CT, and 9 out 10 of the money goes to the children which is great unlike other charties",credibility-appeal,1
"Yes, it helps children with eating healthy, and a new start.",credibility-appeal,1
theres a bunch of different partnerst hat help with the charity,credibility-appeal,1
Your donation will be directly deducted from your task payment.,donation-information,5
You can choose any amount from $0 to all your payment,donation-information,5
The research team will collect all donations and send it to Save the Children,donation-information,5
"For one, they are committed to providing health and nutrition programs that save children's lives and ensure they grow up healthy.",credibility-appeal,1
They serve children worldwide,credibility-appeal,1
Save the Children has a proven track record of using donations efficiently and effectively.,credibility-appeal,1
I donate a portion of each of my paychecks to them automatically,personal-story,9
For the past 3 or 4 years,personal-story,9
Even small donations go a long way,foot-in-the-door,6
"We all do, but for now, there are children in need and this organization does amazing work",logical-appeal,2
Have you heard of Save the Children?,source-related-inquiry,4
"They do work around health, education, etc.",credibility-appeal,1
They work mostly in developing countries.,credibility-appeal,1
I would appreciate it if some of the funds could be donated.,logical-appeal,2
The researchers will pass that donation on to the charity at the end.,credibility-appeal,1
"They do emergency hunger relief, are engaged with Syrian children.",credibility-appeal,1
you can check their website  URL,credibility-appeal,1
They are highly rated by Charity Watch.,credibility-appeal,1
Almost 100 years!,credibility-appeal,1
There are children dying in Syria who can benefit from the donation.,emotion-appeal,7
We are collecting money for an important children's charity.,credibility-appeal,1
It is for the charity Save the Children.,credibility-appeal,1
You are probably familiar with it.,task-related-inquiry,0
The researchers are looking for people to donate part of their payment for this study to this charity.,donation-information,5
"No, I think they mean reducing your payment for this study and giving the difference to Save the Children.",donation-information,5
"Thank you, it will help out children in need.",logical-appeal,2
"I suspect that in the following part of the study, the researchers will ask how much of the money you want to donate.",donation-information,5
"yes, do you donate to charities often?",personal-related-inquiry,3
"I try to do what I can, but its hard sometimes",personal-story,9
"I think save our children is incredibly important, becuase children are the ones who need it most.",logical-appeal,2
"With save the children, money is most important, since they can use it to get all of the necessary needs for children met.",logical-appeal,2
One of the kids you could be helping could be the next president or osmething!,logical-appeal,2
Think about all the children in war torn areas and all of the physical and emotional support they need.,emotion-appeal,7
Its devistating,emotion-appeal,7
I think we should give all that we can,self-modeling,8
I was just thinking about all the kids going back to school and saw a story about places to drop off school supplies for kids in need,emotion-appeal,7
I was thinking that there are children all around the world that are in need and one charity in particular called Save the Children,credibility-appeal,1
I think you should donate $0.15 now which is half of your payment of more if you like.,self-modeling,8
Your donation will be directed deducted from you task payment and collected by the researchers and sent to Save the Children,donation-information,5
I think it speak volumes about you as a person to be willing to give of yourself even if it is a small amount!,foot-in-the-door,6
I've just been reading about a charity called Save the Children.,credibility-appeal,1
Have you heard of it?,source-related-inquiry,4
"From what I've read, it's a nonprofit that helps children in difficult situations around the world.",credibility-appeal,1
I was reading about their aid work in Syria and how they've helped young girls in developing countries receive schooling.,credibility-appeal,1
"This morning, I was also reading about an ebola outbreak in the Congo (I think).",credibility-appeal,1
I imagine they'll help there if they aren't stretched too thin.,credibility-appeal,1
It is!,credibility-appeal,1
Do you ever donate to organizations like this?,personal-related-inquiry,3
"My brother, sister, and I replaced birthday gifts with charity donations a few years ago.",personal-story,9
It saved on clutter and felt great to give to charities.,personal-story,9
I remember reading about some questionable charities following hurricanes in Haiti and Puerto Rico.,logical-appeal,2
It's a bummer when that money gets siphoned off.,logical-appeal,2
I just looked up Save the Children on Charity Navigator and they give the org an 88.3 rating out of 100 including a 97 for transparency.,logical-appeal,2
I plan on giving my payment for this exercise to Save the Children based on my research.,self-modeling,8
"After we are done chatting, I think you can tell them the amount you want donated.",donation-information,5
I think you can donate as little as one cent.,foot-in-the-door,6
"I like to think so, yes.",logical-appeal,2
I know that organizations always stress that every little bit counts.,logical-appeal,2
I'd like to think that even a few cents from a lot of people would be helpful.,logical-appeal,2
I'll match your donation.,self-modeling,8
Would you like some information about the charity first?,task-related-inquiry,0
It's an international organization that provides relief and helps support children in developing countries.,credibility-appeal,1
"Yes, and your donation would be essential in helping ensure children's rights to health, education, and safety.",logical-appeal,2
"Yes, donations to the charity are 100% tax deductible",donation-information,5
They help children across 120 countries.,credibility-appeal,1
Africa appears to be the continent where the charity focuses on as it serves 32 million there. 17.5 million Asian children are also served by the charity.,credibility-appeal,1
The charity also helps children in the US who are growing up in poverty.,credibility-appeal,1
Your donation will be deducted from your payment in this task.,donation-information,5
You can decide how much you want to donate.,donation-information,5
The research team will collect the donation and send it to Save the Children.,donation-information,5
Glad to be doing this survey because it is for a good cause (Save the children) Do you agree ?,credibility-appeal,1
Yeah I stronlgly believe we should all pitch in and help.,logical-appeal,2
